hash,s_num,rarity,bg,body,misc,hand
933460738270159514,CryptoStykz #93,2.2,"('imgs\\background\\.6\\outer space8.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\lasergun.png', 0.4)"
,,,,,,
-2004740577494636381,CryptoStykz #94,1.95,"('imgs\\background\\.6\\stairs cracks3.png', 0.6)","('imgs\\Stick Bodies\\.05\\sprites_pete.png', 0.05)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\double barrel.png', 0.4)"
,,,,,,
-7011754298124300130,CryptoStykz #95,2.1,"('imgs\\background\\.6\\V2 collection - Back Scene1.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun terra.png', 0.3)"
,,,,,,
-6030877340542317588,CryptoStykz #96,1.9,"('imgs\\background\\.3\\bench area by jon3.png', 0.3)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\katana electric blue.png', 0.4)"
,,,,,,
719584017949123736,CryptoStykz #97,1.9,"('imgs\\background\\.3\\bench area by jon5.png', 0.3)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\lasergun1 blue web.png', 0.4)"
,,,,,,
4405828921395459421,CryptoStykz #98,2.3,"('imgs\\background\\.6\\3droom22.png', 0.6)","('imgs\\Stick Bodies\\.5\\Baha man.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\V2 collection - Double sided glaive stars.png', 0.3)"
,,,,,,
-7800259928140798406,CryptoStykz #99,2.1,"('imgs\\background\\.6\\stairs cracks11.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\g36 k qbert.png', 0.3)"
,,,,,,
-3957211096055220876,CryptoStykz #100,2.3,"('imgs\\background\\.6\\3droom4.png', 0.6)","('imgs\\Stick Bodies\\.5\\Pictoguy_Picto.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\rk95 suppressed electric blue.png', 0.3)"
,,,,,,
-6594530736244132059,CryptoStykz #101,1.55,"('imgs\\background\\.1\\V2 collection - Back Scene 20.png', 0.1)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\star00.png', 0.4)"
,,,,,,
-4841144694925549991,CryptoStykz #102,2.05,"('imgs\\background\\.6\\3d room 5.png', 0.6)","('imgs\\Stick Bodies\\.15\\horse.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\pistol blue web.png', 0.4)"
,,,,,,
-6672927185970600589,CryptoStykz #103,2.1,"('imgs\\background\\.6\\stairs cracks4.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\mossberg500tactical qbert.png', 0.3)"
,,,,,,
7883892814891301416,CryptoStykz #104,2.05,"('imgs\\background\\.6\\3droom25.png', 0.6)","('imgs\\Stick Bodies\\.15\\elephant.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\micro-uzi granite.png', 0.4)"
,,,,,,
5643251566961816936,CryptoStykz #105,1.485,"('imgs\\background\\.6\\V2 collection - Back Scene4.png', 0.6)","('imgs\\Stick Bodies\\.5\\Stickslaughter_stkrr4s.png', 0.5)","('imgs\\Misc\\.085\\carmageddon trgg.png', 0.085)","('imgs\\weapons\\.3\\sai sword blue web.png', 0.3)"
,,,,,,
-6155632916097413514,CryptoStykz #106,1.135,"('imgs\\background\\.6\\outer space9.png', 0.6)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.085\\speech bubble.png', 0.085)","('imgs\\weapons\\.15\\p90 lightning.png', 0.15)"
,,,,,,
8214639222043028677,CryptoStykz #107,2.3,"('imgs\\background\\.6\\mountains_Bolt3.png', 0.6)","('imgs\\Stick Bodies\\.5\\bert soldier.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\sr25.png', 0.3)"
,,,,,,
3425111837939144434,CryptoStykz #108,2.2,"('imgs\\background\\.6\\stairs cracks6.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\p90 SD red cubes.png', 0.4)"
,,,,,,
-2679091223057610381,CryptoStykz #109,1.95,"('imgs\\background\\.6\\3d room 3.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\portalgun brick.png', 0.15)"
,,,,,,
5960431417622337349,CryptoStykz #110,2.4,"('imgs\\background\\.6\\outer space5.png', 0.6)","('imgs\\Stick Bodies\\.5\\isera.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\xpswords40 blue.png', 0.4)"
,,,,,,
4201213831939179189,CryptoStykz #111,2,"('imgs\\background\\.3\\9.png', 0.3)","('imgs\\Stick Bodies\\.5\\Basei0jc.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\chaingun_blue web.png', 0.3)"
,,,,,,
1026615864162311527,CryptoStykz #112,2.4,"('imgs\\background\\.6\\buildings5.png', 0.6)","('imgs\\Stick Bodies\\.5\\Wu11.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\lasergun1 blue web.png', 0.4)"
,,,,,,
-1627563740105029569,CryptoStykz #113,2.1,"('imgs\\background\\.6\\basic village section 23.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\deagle qbert.png', 0.3)"
,,,,,,
-2592530539255376777,CryptoStykz #114,1.57,"('imgs\\background\\.3\\2.png', 0.3)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\deagle firing pine.png', 0.07)"
,,,,,,
3975521675782866215,CryptoStykz #115,2.4,"('imgs\\background\\.6\\outer space8.png', 0.6)","('imgs\\Stick Bodies\\.5\\sephy_stk1hg4.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\sig sp2022.png', 0.4)"
,,,,,,
-2629345916666616444,CryptoStykz #116,1.085,"('imgs\\background\\.3\\roof4.png', 0.3)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.085\\picto sig v4.png', 0.085)","('imgs\\weapons\\.4\\steyr aug police pink marble.png', 0.4)"
,,,,,,
4128879481634971098,CryptoStykz #117,0.755,"('imgs\\background\\.3\\stairs5.png', 0.3)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.085\\simon sig.png', 0.085)","('imgs\\weapons\\.07\\beretta 92fs elite firing.png', 0.07)"
,,,,,,
-5521546605826114675,CryptoStykz #118,2.3,"('imgs\\background\\.6\\outer space9.png', 0.6)","('imgs\\Stick Bodies\\.5\\trooper.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun rocks.png', 0.3)"
,,,,,,
-1952703977981827622,CryptoStykz #119,2.1,"('imgs\\background\\.6\\3d room7.png', 0.6)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun granite.png', 0.3)"
,,,,,,
6887308736790076029,CryptoStykz #120,2.2,"('imgs\\background\\.6\\outer space3.png', 0.6)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\m16 amethyst.png', 0.4)"
,,,,,,
-3703421887993322398,CryptoStykz #121,1.385,"('imgs\\background\\.6\\3d room 0.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.085\\leo sig.png', 0.085)","('imgs\\weapons\\.4\\fn2000.png', 0.4)"
,,,,,,
8548252668478352053,CryptoStykz #122,2.1,"('imgs\\background\\.6\\cityscape2-jon5.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\SA sniper rifle stoner.png', 0.3)"
,,,,,,
4812917534444674146,CryptoStykz #123,2.1,"('imgs\\background\\.3\\V2 collection - Back Scene 27.png', 0.3)","('imgs\\Stick Bodies\\.5\\wu10.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\ump granite.png', 0.4)"
,,,,,,
-6116764395817717546,CryptoStykz #124,1.95,"('imgs\\background\\.6\\basic village section 25.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\samuraiswords12.png', 0.3)"
,,,,,,
3170037607932605141,CryptoStykz #125,2.1,"('imgs\\background\\.6\\bridge2.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\Bert pistol hippie.png', 0.3)"
,,,,,,
8363657348780605273,CryptoStykz #126,2.05,"('imgs\\background\\.6\\mountains_Bolt5.png', 0.6)","('imgs\\Stick Bodies\\.15\\horse.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\barret m82 filled.png', 0.4)"
,,,,,,
-5082228639877296572,CryptoStykz #127,1.95,"('imgs\\background\\.6\\V2 collection - Back Scene6.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\as50 qbert.png', 0.3)"
,,,,,,
-3207213175132334698,CryptoStykz #128,1.285,"('imgs\\background\\.6\\3droom22.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.085\\evan sig.png', 0.085)","('imgs\\weapons\\.3\\shotgun stoner.png', 0.3)"
,,,,,,
-799616319776977477,CryptoStykz #129,2,"('imgs\\background\\.3\\2.png', 0.3)","('imgs\\Stick Bodies\\.5\\1337squadbasefghd.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\hatori hanzo sword glitch.png', 0.3)"
,,,,,,
3685780378730396672,CryptoStykz #130,2.4,"('imgs\\background\\.6\\mountains_Bolt0.png', 0.6)","('imgs\\Stick Bodies\\.5\\1337squadbasefghd.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\m14 socom.png', 0.4)"
,,,,,,
-2674198959285878721,CryptoStykz #131,0.985,"('imgs\\background\\.1\\V2 collection - Back Scene 20.png', 0.1)","('imgs\\Stick Bodies\\.5\\animedude.png', 0.5)","('imgs\\Misc\\.085\\trgg sig v2.png', 0.085)","('imgs\\weapons\\.3\\real gun stoner.png', 0.3)"
,,,,,,
-2402450869223042914,CryptoStykz #132,2.3,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder3.png', 0.6)","('imgs\\Stick Bodies\\.5\\Berten.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\saiga12k.png', 0.3)"
,,,,,,
-3252906452858151072,CryptoStykz #133,1.7,"('imgs\\background\\.6\\reality crack4.png', 0.6)","('imgs\\Stick Bodies\\.05\\b0x0r.png', 0.05)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real sword 2 wood.png', 0.15)"
,,,,,,
-3358319716915069615,CryptoStykz #134,1.85,"('imgs\\background\\.6\\mountains_Bolt2.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\shotgun stripes.png', 0.05)"
,,,,,,
7167393032799821099,CryptoStykz #135,2.3,"('imgs\\background\\.6\\V2 collection - Back Scene7.png', 0.6)","('imgs\\Stick Bodies\\.5\\bioshock.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\g36 ke glitch.png', 0.3)"
,,,,,,
-1659146277514664335,CryptoStykz #136,2,"('imgs\\background\\.3\\V2 collection - Back Scene 27.png', 0.3)","('imgs\\Stick Bodies\\.5\\base_picto.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun blue grid.png', 0.3)"
,,,,,,
-2145018958658542889,CryptoStykz #137,1.65,"('imgs\\background\\.3\\16.png', 0.3)","('imgs\\Stick Bodies\\.15\\elephant.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\g36 k stars.png', 0.3)"
,,,,,,
1485330281555225095,CryptoStykz #138,1.75,"('imgs\\background\\.3\\3.png', 0.3)","('imgs\\Stick Bodies\\.15\\horse.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\m16 3d green.png', 0.4)"
,,,,,,
2032217561562479128,CryptoStykz #139,2.1,"('imgs\\background\\.6\\basic village section 24.png', 0.6)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\samuraiswords13.png', 0.3)"
,,,,,,
4799144477894919791,CryptoStykz #140,1.8,"('imgs\\background\\.1\\dead zone0.png', 0.1)","('imgs\\Stick Bodies\\.5\\wu_clone.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\gun3 stars.png', 0.3)"
,,,,,,
5217240421735565702,CryptoStykz #141,2.15,"('imgs\\background\\.6\\building5.png', 0.6)","('imgs\\Stick Bodies\\.5\\rat.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real sword 2 red cubes.png', 0.15)"
,,,,,,
794422541660840788,CryptoStykz #142,2.15,"('imgs\\background\\.6\\V2 collection - Back Scene3.png', 0.6)","('imgs\\Stick Bodies\\.5\\kid.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real sword 3d green.png', 0.15)"
,,,,,,
4963394514318873487,CryptoStykz #143,1.87,"('imgs\\background\\.6\\reality crack1.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\silenced_sniper hippie.png', 0.07)"
,,,,,,
6095671303887844910,CryptoStykz #144,2.3,"('imgs\\background\\.6\\3droom23.png', 0.6)","('imgs\\Stick Bodies\\.5\\wu tang fighter.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\Bert pistol qbert.png', 0.3)"
,,,,,,
-4675273121716589311,CryptoStykz #145,1.585,"('imgs\\background\\.6\\stairs cracks6.png', 0.6)","('imgs\\Stick Bodies\\.5\\bert soldier.png', 0.5)","('imgs\\Misc\\.085\\fr490 sig.png', 0.085)","('imgs\\weapons\\.4\\fn scar gl.png', 0.4)"
,,,,,,
-3585987645243404053,CryptoStykz #146,2.1,"('imgs\\background\\.3\\battle stadium0.png', 0.3)","('imgs\\Stick Bodies\\.5\\royster.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\gun3 fibers.png', 0.4)"
,,,,,,
6631659882346535997,CryptoStykz #147,2.05,"('imgs\\background\\.6\\outer space7.png', 0.6)","('imgs\\Stick Bodies\\.5\\1337squadbasefghd.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\sako-trg42 stripes2.png', 0.05)"
,,,,,,
-6051706767776582244,CryptoStykz #148,2.3,"('imgs\\background\\.6\\3droom23.png', 0.6)","('imgs\\Stick Bodies\\.5\\archer man.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\Bert pistol glitch.png', 0.3)"
,,,,,,
192931102688101882,CryptoStykz #149,2.1,"('imgs\\background\\.3\\forest5.png', 0.3)","('imgs\\Stick Bodies\\.5\\Pictoguy_Picto.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\hatori hanzo sword.png', 0.4)"
,,,,,,
-8448241663708530834,CryptoStykz #150,1.95,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder1.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\cz75automatic firing stars.png', 0.3)"
,,,,,,
5424525380605805351,CryptoStykz #151,1.8,"('imgs\\background\\.6\\outer space9.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real sword 2 lightning.png', 0.15)"
,,,,,,
4070078869786495877,CryptoStykz #152,2.2,"('imgs\\background\\.6\\bridge1.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\m16 amethyst.png', 0.4)"
,,,,,,
6431023131743546450,CryptoStykz #153,2.4,"('imgs\\background\\.6\\3d room 3.png', 0.6)","('imgs\\Stick Bodies\\.5\\sephy_stk1hg4.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\dragunov svd.png', 0.4)"
,,,,,,
4109138847518425982,CryptoStykz #154,1.9,"('imgs\\background\\.3\\ghost town4.png', 0.3)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\g36 ke.png', 0.4)"
,,,,,,
1722989262386159109,CryptoStykz #155,1.7,"('imgs\\background\\.1\\stairs cracks.png', 0.1)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\g36 ke blue grid.png', 0.4)"
,,,,,,
-7497598701029160897,CryptoStykz #156,2.05,"('imgs\\background\\.6\\reality crack5.png', 0.6)","('imgs\\Stick Bodies\\.15\\horse.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\steyr scout.png', 0.4)"
,,,,,,
4089634334201101832,CryptoStykz #157,2.3,"('imgs\\background\\.6\\buildings2.png', 0.6)","('imgs\\Stick Bodies\\.5\\trooper.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\samuraiswords19.png', 0.3)"
,,,,,,
3824602959182065603,CryptoStykz #158,1.95,"('imgs\\background\\.6\\3droom22.png', 0.6)","('imgs\\Stick Bodies\\.15\\horse.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun glitch.png', 0.3)"
,,,,,,
-6053163382691224709,CryptoStykz #159,1.9,"('imgs\\background\\.3\\13.png', 0.3)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\xpswords40 blue.png', 0.4)"
,,,,,,
-4002132888770726932,CryptoStykz #160,2.3,"('imgs\\background\\.6\\3d room 0.png', 0.6)","('imgs\\Stick Bodies\\.5\\base_picto.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\SA sniper rifle qbert.png', 0.3)"
,,,,,,
1080816383683134343,CryptoStykz #161,2.05,"('imgs\\background\\.6\\buildings3.png', 0.6)","('imgs\\Stick Bodies\\.15\\elephant.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\katana red fill.png', 0.4)"
,,,,,,
-2125515200133118743,CryptoStykz #162,2,"('imgs\\background\\.3\\13.png', 0.3)","('imgs\\Stick Bodies\\.5\\Darkbert.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun chocolate.png', 0.3)"
,,,,,,
7062863449305051436,CryptoStykz #163,1.65,"('imgs\\background\\.3\\battle stadium4.png', 0.3)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\Shipka parque.png', 0.15)"
,,,,,,
-1880654002080757684,CryptoStykz #164,1.55,"('imgs\\background\\.1\\V2 collection - Back Scene0.png', 0.1)","('imgs\\Stick Bodies\\.15\\elephant.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\ump granite.png', 0.4)"
,,,,,,
-3942592119156935873,CryptoStykz #165,1.51,"('imgs\\background\\.6\\stairs cracks11.png', 0.6)","('imgs\\Stick Bodies\\.5\\flash stk.png', 0.5)","('imgs\\Misc\\.01\\pistol sig v3.png', 0.01)","('imgs\\weapons\\.4\\handgun granite.png', 0.4)"
,,,,,,
-7756804877992235873,CryptoStykz #166,2.4,"('imgs\\background\\.6\\buildings7.png', 0.6)","('imgs\\Stick Bodies\\.5\\base_picto.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\hatori hanzo sword blue web.png', 0.4)"
,,,,,,
8216360513273985880,CryptoStykz #167,2.1,"('imgs\\background\\.6\\V2 collection - Back Scene5.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun qbert.png', 0.3)"
,,,,,,
1592055186685509444,CryptoStykz #168,2.05,"('imgs\\background\\.6\\building5.png', 0.6)","('imgs\\Stick Bodies\\.15\\horse.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\ninja_star red fill.png', 0.4)"
,,,,,,
-5715990494526952619,CryptoStykz #169,1.55,"('imgs\\background\\.1\\stairs cracks.png', 0.1)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\basicglock burlap.png', 0.4)"
,,,,,,
3679049915153191569,CryptoStykz #170,1.085,"('imgs\\background\\.3\\stairs5.png', 0.3)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.085\\rehib sig.png', 0.085)","('imgs\\weapons\\.4\\star19.png', 0.4)"
,,,,,,
-7706084511144002179,CryptoStykz #171,2.15,"('imgs\\background\\.6\\bridge0.png', 0.6)","('imgs\\Stick Bodies\\.5\\Stickslaughter_stkrr4s.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\psg-1 mud.png', 0.15)"
,,,,,,
4317641233558651980,CryptoStykz #172,1.8,"('imgs\\background\\.3\\battle stadium1.png', 0.3)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\real gun2 stoner.png', 0.3)"
,,,,,,
-6965066371604816211,CryptoStykz #173,2.4,"('imgs\\background\\.6\\3droom1.png', 0.6)","('imgs\\Stick Bodies\\.5\\wu tang fighter.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\laser rifle blue web.png', 0.4)"
,,,,,,
-2614834824771013003,CryptoStykz #174,2.2,"('imgs\\background\\.6\\bridge3.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\ar18.png', 0.4)"
,,,,,,
-5174427087883468851,CryptoStykz #175,2.1,"('imgs\\background\\.3\\roof3.png', 0.3)","('imgs\\Stick Bodies\\.5\\omegabert3 3-4.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\V2 collection - Knife 1 blue web.png', 0.4)"
,,,,,,
-2185474844332496501,CryptoStykz #176,1.285,"('imgs\\background\\.6\\outer space8.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.085\\trgg sig v3.png', 0.085)","('imgs\\weapons\\.3\\real sword 2 glitch.png', 0.3)"
,,,,,,
5178298827015865470,CryptoStykz #177,2.15,"('imgs\\background\\.6\\3d room 2.png', 0.6)","('imgs\\Stick Bodies\\.5\\Rl3s9.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\V2 collection - Knife 1 lightning.png', 0.15)"
,,,,,,
4470876735728142601,CryptoStykz #178,1.65,"('imgs\\background\\.1\\V2 collection - Back Scene0.png', 0.1)","('imgs\\Stick Bodies\\.5\\Rl3s9.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\axe lightning.png', 0.15)"
,,,,,,
-3844664104802548068,CryptoStykz #179,1.95,"('imgs\\background\\.6\\basic village section 21.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\sai sword.png', 0.15)"
,,,,,,
-6629610068433219397,CryptoStykz #180,1.8,"('imgs\\background\\.3\\V2 collection - Back Scene 23.png', 0.3)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\V2 collection - Carved glaive glitch.png', 0.3)"
,,,,,,
9046617403144478451,CryptoStykz #181,2,"('imgs\\background\\.3\\forest2.png', 0.3)","('imgs\\Stick Bodies\\.5\\Pictoguy_Picto.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\rifle.png', 0.3)"
,,,,,,
-8524871946972268757,CryptoStykz #182,0.985,"('imgs\\background\\.1\\dead zone0.png', 0.1)","('imgs\\Stick Bodies\\.5\\1337squadbasefghd.png', 0.5)","('imgs\\Misc\\.085\\byne sig.png', 0.085)","('imgs\\weapons\\.3\\Bert pistol qbert.png', 0.3)"
,,,,,,
-5084094064883730696,CryptoStykz #183,2.05,"('imgs\\background\\.6\\V2 collection - Back Scene4.png', 0.6)","('imgs\\Stick Bodies\\.5\\wu10.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\sako-trg42 stripes2.png', 0.05)"
,,,,,,
4456460324392122471,CryptoStykz #184,2.07,"('imgs\\background\\.6\\outer space8.png', 0.6)","('imgs\\Stick Bodies\\.5\\SSstk5shi.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\sig550 moon.png', 0.07)"
,,,,,,
